0,parsed_contacts
http://007.ru,"{'phones': ['+73452685007', '+73452521007', '+79829826007'], 'emails': [], 'addresses': ['г. Тюмень, ул. 50 Лет Октября, 36', 'г. Тюмень, ул. Пермякова, 78', 'г. Тюмень, ТРЦ ""Кристалл"", ул. Д.Менделеева, 1А'], 'social_links': [], 'map_links': ['https://yandex.ru/maps/org/123', 'https://yandex.ru/maps/org/123', 'https://yandex.ru/maps/org/123'], 'other_contacts': {}}"
http://0070.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://007copy.ru,"{'phones': ['+78123319291', '+78127489371'], 'emails': [], 'addresses': ['Санкт-Петербург, проспект Пятилеток, дом 14, корпус 1', 'Санкт-Петербург, проспект Косыгина, дом 28, корпус 1', 'Санкт-Петербург, улица Решетникова, дом 3', 'Санкт-Петербург, улица Звездная, дом 9', 'Санкт-Петербург, улица Ушинского, дом 25, корпус 1'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://007tur.ru,
http://007zap.ru,"{'phones': ['+79653006007'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://008.ru,"{'phones': ['+78123008008', '(812) 3-008-008'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://008ru.ru,"{'phones': ['+79636804999'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://009.ru,"{'phones': ['+79854569009', '+74955895433'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://00944.umax.ru,
http://00rf.ru,
http://01-126.turbo.site,"{'phones': ['+79385515150'], 'emails': [], 'addresses': ['Республика Адыгея, г. Майкоп, ул. Шовгенова, д. 280'], 'social_links': ['https://www.instagram.com/', 'https://t.me/', 'https://vk.com/'], 'map_links': [], 'other_contacts': {}}"
http://01-36.ru,"{'phones': ['+74732471111', '(473) 247-11-11', '+7(473)261-07-00', '+7(473)237-22-07', '+7(473)243-03-27', '+7(473)270-02-62'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01-fire.ru,"{'phones': ['+74953351655', '+74953351655', '+79153044574'], 'emails': [], 'addresses': ['г. Москва, ул. Профсоюзная, д.93 А', '17279'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01-klinika-21.ru,
http://01-kras.ru,
http://01-msk.ru,"{'phones': ['+74950237242'], 'emails': ['info@01-msk.ru'], 'addresses': ['г. Москва, Дмитровское ш. 100, стр 2'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01-region.ru,"{'phones': ['+79064383333'], 'emails': [], 'addresses': ['Майкоп, Жуковского, 19'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01-serv.ru,"{'phones': ['+74732232349', '+74732235676'], 'emails': [], 'addresses': [], 'social_links': ['https://vk.com/01-SERVIS', 'https://twitter.com/01-SERVIS', 'https://ok.ru/group/56081332408652'], 'map_links': [], 'other_contacts': {}}"
http://01.fsin.gov.ru,
http://01.fsin.su,
http://01.gbmse.ru,
http://01.gibdd.ru,
http://01.mvd.ru,
http://01.rospotrebnadzor.ru,
http://01.vgs.ru,"{'phones': ['+74994900732', '+78122453920'], 'emails': ['msck@vgs2000.ru', 'sales@vgs2000.ru'], 'addresses': [], 'social_links': ['https://www.facebook.com/', 'https://www.instagram.com/', 'https://t.me/', 'https://vk.com/'], 'map_links': [], 'other_contacts': {}}"
http://01.мвд.рф,
http://010.ucoz.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://012.ru,
http://0137.kontur-partner.ru,"{'phones': ['+73532670010'], 'emails': [], 'addresses': ['Оренбург'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01399.to96.su,"{'phones': ['+79122563268'], 'emails': ['to96@er13.ru'], 'addresses': ['г. Екатеринбург, ул. Раевского, д. 13'], 'social_links': [], 'map_links': ['https://yandex.ru/maps/org/123'], 'other_contacts': {}}"
http://0163.kvado.ru,
http://0-1.ru,
http://0-16.рф,
http://0-cenka.ru,"{'phones': ['+78126480033', '+79210900033'], 'emails': ['ilove@nolcenka.ru'], 'addresses': [], 'social_links': ['https://www.instagram.com/', 'https://t.me/', 'https://vk.com/', 'https://www.whatsapp.com/'], 'map_links': [], 'other_contacts': {}}"
http://0-plus.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://00-23.ru,"{'phones': ['+79217588879', '+78122090060'], 'emails': ['info@00-23.ru'], 'addresses': [{'country': 'Россия', 'city': 'Санкт-Петербург', 'street': 'Дальневосточный проспект', 'house': '14', 'flat': 'ц-ый этаж, секция Д27'}, {'country': 'Россия', 'city': 'Санкт-Петербург', 'street': 'ул. Коммуны', 'house': '67'}], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://000store.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://0012.ru,"{'phones': ['+74950331081', '+78007001081', '+78122481081'], 'emails': ['info@timeweb.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://001pk.ru,
http://001ru.ru,"{'phones': ['+74993904705', '+79168818893', '+79152337275'], 'emails': ['contact@001ru.ru'], 'addresses': [], 'social_links': ['https://www.instagram.com/', 'https://t.me/', 'https://vk.com/'], 'map_links': [], 'other_contacts': {}}"
http://001spb.edusite.ru,
http://0027.kontur-partner.ru,"{'phones': ['+73439351020'], 'emails': [], 'addresses': ['Каменск-Уральский'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://003-stom.ru,"{'phones': ['+78123181141', '+78122092972', '+78122863329', '+79522863329', '+79500190677'], 'emails': [], 'addresses': ['г. Кудрово, Европейский пр-т, д.14 корп.4', 'г. СПб, Невский р-н, Товарищеский пр-т,д. 24 А (в здании поликлиники № 94), ст.м. ""Улица Дыбенко""'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://0055.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://007.help,
http://007.ru,"{'phones': ['+73452685007', '+73452521007', '+79829826007'], 'emails': [], 'addresses': ['г. Тюмень, ул. 50 Лет Октября, 36', 'г. Тюмень, ул. Пермякова, 78', 'г. Тюмень, ТРЦ ""Кристалл""'], 'social_links': [], 'map_links': ['https://www.google.com/maps/@57.1551555,65.5040672,17z', 'https://www.google.com/maps/@57.1551555,65.5040672,17z', 'https://www.google.com/maps/@57.1551555,65.5040672,17z'], 'other_contacts': {}}"
http://0070.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': ['https://instagram.com/username', 'https://t.me/username', 'https://vk.com/username'], 'map_links': [], 'other_contacts': {}}"
http://007copy.ru,"{'phones': ['+78123319291', '+78127489371'], 'emails': [], 'addresses': ['Санкт-Петербург, проспект Пятилеток, дом 14, корпус 1', 'Санкт-Петербург, проспект Косыгина, дом 28, корпус 1', 'Санкт-Петербург, улица Решетникова, дом 3', 'Санкт-Петербург, улица Звездная, дом 9', 'Санкт-Петербург, улица Ушинского, дом 25, корпус 1'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://007spb.ru,
http://007tur.ru,
http://007zap.ru,
http://008.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://008ru.ru,"{'phones': ['+79636804999'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://009.ru,"{'phones': ['+79854569009', '+74955895433'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://009.рф,
http://00944.umax.ru,"{'phones': ['+78655365844', '+79054603885'], 'emails': ['AUTO_M26@mail.ru'], 'addresses': ['Ставропольский край, Шпаковский р-н, г Михайловск, ул Ленина, 164'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://00rf.ru,
http://01-126.turbo.site,"{'phones': ['+79385515150'], 'emails': [], 'addresses': ['Республика Адыгея, г. Майкоп, ул. Шовгенова, д. 280'], 'social_links': ['https://www.instagram.com/', 'https://t.me/', 'https://vk.com/'], 'map_links': [], 'other_contacts': {}}"
http://01-fire.ru,"{'phones': ['+74953351655', '+74953351655', '+79153044574'], 'emails': [], 'addresses': ['г. Москва, ул. Профсоюзная, д.93 А', '17279'], 'social_links': ['https://www.instagram.com/', 'https://t.me/', 'https://vk.com/', 'https://www.facebook.com/', 'https://ok.ru/', 'https://www.linkedin.com/'], 'map_links': ['https://yandex.ru/maps/?um=createMap&source=prm', 'https://google.com/maps/@?api=1&hl=en&pb=!1m8!1m3!3m2!1i1024!2i644!3i1!4li1024!4m2!3d55.6658385!4d37.5458685!ow=en'], 'other_contacts': {}}"
http://01-kras.ru,
http://01-msk.ru,"{'phones': ['+74950237242', '+74950237242', '+74950237242'], 'emails': ['info@01-msk.ru'], 'addresses': ['г. Москва, Дмитровское ш., д. 100, стр. 2'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01.vgs.ru,"{'phones': ['+7 (499) 490-07-32', '+7 (812) 245-39-20', '+7 (800) 707-04-16'], 'emails': ['msc@vgs2000.ru', 'sales@vgs2000.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://010.ucoz.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://0137.kontur-partner.ru,
http://01399.to96.su,"{'phones': ['+79122563268'], 'emails': [], 'addresses': ['г. Екатеринбург, ул. Раевского, д. 13'], 'social_links': [], 'map_links': ['https://yandex.ru/maps/org/123'], 'other_contacts': {}}"
http://0163.kvado.ru,
http://01671.umax.ru,
http://017.ru,"{'phones': ['+74955801111', '88005553478'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://018.gketerra.ru,
http://01art.ru,"{'phones': ['+78469799575'], 'emails': [], 'addresses': ['г. Самара, ул. Губанова, 20А'], 'social_links': ['https://vk.com/bagetkomfort'], 'map_links': ['https://www.google.com/maps/@53.251524,-50.075018,17z?hl=en&authuser=0'], 'other_contacts': {}}"
http://01balans.ru,"{'phones': ['+79256424755'], 'emails': ['info@01balans.ru'], 'addresses': ['Кленовый бульвар, д. 3. 2-й эт. оф. 213'], 'social_links': [], 'map_links': ['https://yandex.ru/maps/org/123'], 'other_contacts': {}}"
http://01bike.ru,"{'phones': ['+73462339339'], 'emails': [], 'addresses': [], 'social_links': ['https://vk.com/', 'https://t.me/', 'https://viber.com/', 'https://tiktok.com/'], 'map_links': [], 'other_contacts': {}}"
http://01cat.ru,"{'phones': ['+79145416354'], 'emails': ['hello@01cat.ru'], 'addresses': ['Хабаровск, ул. Калинина, 123, оф. 7'], 'social_links': [], 'map_links': [], 'other_contacts': {'telegram': '', 'whatsapp': ''}}"
http://01center.ru,"{'phones': ['+74985403535', '+74985402929', '+79037997411'], 'emails': ['center01@mail.ru', '7997411@mail.ru'], 'addresses': ['МО Ленинский городской округ, рабочий поселок Лопатино дом 180'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01dom.ru,"{'phones': ['+7 (4862) 49-06-46', '+7 (900) 483-70-70'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01e.ru,"{'phones': ['+73833156017'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01etalon.ru,"{'phones': ['8 (4234) 24-45-44'], 'emails': [], 'addresses': [], 'social_links': ['https://www.facebook.com/groupsamaltogroup/', 'https://vk.com/public198495129', 'https://t.me/samaltofficial', 'https://ok.ru/group/640070328105'], 'map_links': [], 'other_contacts': {}}"
http://01exp.ru,"{'phones': ['+78342308800'], 'emails': ['saransk@01exp.ru'], 'addresses': ['430030, Республика Мордовия, г. Саранск, ул. Васенко, д. 9, корп. 1, офис 309'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01hot.ru,"{'phones': ['+7 (861) 290-88-85', '+7 (928) 884-63-66'], 'emails': ['01hot@list.ru'], 'addresses': ['г. Краснодар, ул. Уральская, 114'], 'social_links': [], 'map_links': ['https://yandex.ru/maps/org/123'], 'other_contacts': {}}"
http://01kuban.ru,"{'phones': ['+79883795777'], 'emails': [], 'addresses': [], 'social_links': ['https://www.facebook.com/', 'https://twitter.com/', 'https://vk.com/'], 'map_links': [], 'other_contacts': {}}"
http://01ltd.ru,"{'phones': ['+74954546461', '+79037399999', '+74957407654', '+74954546461'], 'emails': ['01ltd@mail.ru', 'akuzmin@list.ru'], 'addresses': ['МОСКВА, ул. Сенежская, д. 6а'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01master.ru,"{'phones': ['(342) 249-70-87', '(342) 268-51-15'], 'emails': ['pojmaster@yandex.ru'], 'addresses': [], 'social_links': ['https://www.instagram.com/', 'https://t.me/', 'https://vk.com/', 'https://web59.ru/'], 'map_links': ['https://yandex.ru/maps/org/123']}"
http://01mchs.ru,"{'phones': ['+7 (8442) 98-02-81', '+7 (8442) 98-02-90'], 'emails': ['centr01vz@mail.ru'], 'addresses': ['г. Волгоград, ул. Ползунова 4'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01mos.ru,"{'phones': ['+74993918834'], 'emails': ['zakaz@01mos.ru'], 'addresses': ['Москва, ул.Нагорная, 3А, оф.528'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01ognezashita.ru,
http://01ok56.nethouse.ru,"{'phones': ['+79226250340', '+79226250340', '+73532378878', '+73532378878'], 'emails': ['1-ok@mail.ru'], 'addresses': ['Оренбург, ул. Алтайская, д. 12в, 3 этаж, офис 26,27'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://01pb.ru,"{'phones': ['+73912812201', '+79232850010'], 'emails': ['msite@01pb.ru'], 'addresses': ['660049, г. Красноярск, пр. Мира, 10, оф. 343'], 'social_links': [], 'map_links': ['https://2gis.ru/'], 'other_contacts': {}}"
http://intelesystem.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelf.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': ['https://www.reg.ru/hosting/', 'https://www.reg.ru/domains/', 'https://www.reg.ru/about/'], 'map_links': [], 'other_contacts': {}}"
http://intelgas.ru,
http://intelhim.com,"{'phones': ['+79216554035'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelhim.ru,"{'phones': ['+74956627116', '+74956657890'], 'emails': [], 'addresses': ['129226, Москва, ул. Сельскохозяйственная, 12'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelhoreca.ru,"{'phones': ['+78122093493', '+78122093493'], 'emails': ['intelhoreca@intelhoreca.ru'], 'addresses': ['Санкт-Петербург, ул. Новгородская, д. 23, ДЦ «Базель», офис 320'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelico.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': ['https://www.rucenter.ru/domains/', 'https://www.rucenter.ru/domains/'], 'map_links': [], 'other_contacts': {}}"
http://intelight.pro,
http://intelika74.ru,
http://intelionmine.ru,"{'phones': ['+74951911083', '+74952553353'], 'emails': ['info@intelionmine.ru', 'uae@intelionmine.ru'], 'addresses': ['г. Москва, Верхний Михайловский 2-й проезд, дом 9', 'Dubai, Mazaya Business Avenue BB2'], 'social_links': ['https://www.facebook.com/IntelionDataSystems/', 'https://t.me/inteliondata', 'https://www.linkedin.com/company/inteliondata-systems/'], 'map_links': [], 'other_contacts': {}}"
http://intelions.ru,"{'phones': ['407-33-71'], 'emails': [], 'addresses': ['190103, Санкт-Петербург г, Циолковского ул, дом № 9В'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelis-audit.ru,"{'phones': ['+74951343223'], 'emails': ['info@fna-audit.ru'], 'addresses': ['115093, Москва, 1-й Щипковский пер., д. 20'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelis-ocenka.ru,"{'phones': ['+74959958258', '+74959958258'], 'emails': ['info@intelis-ocenka.ru'], 'addresses': ['Москва, Рязанский проспект, д. 75к4, стр. 1'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelis.info,"{'phones': ['+7 (351) 217–17–08'], 'emails': ['sales@intelis.info'], 'addresses': ['г. Челябинск, пр. Победы, 160, оф. 247 Б'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelis.ru,"{'phones': ['+74959958258'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelit12.ru,"{'phones': ['+74950331081', '+78007001081', '+78122481081'], 'emails': ['info@timeweb.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://inteljet.ru,
http://intelk.ru,"{'phones': ['+78002507277', '420097', '84320097'], 'emails': ['info@intelk.ru'], 'addresses': ['г. Казань, ул. Вишневского, д. 61а, оф. 1'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelka-asu.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelka-shop.ru,
http://intelka.ru,"{'phones': ['(473) 233-00-49'], 'emails': ['intelka@mail.ru'], 'addresses': ['г. Воронеж, Московский пр-т 97, офис 361'], 'social_links': [], 'map_links': []}"
http://intelkom.ru,
http://intelkomp.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelkon.com,"{'phones': ['+74951339423'], 'emails': ['info@intelkon.com'], 'addresses': ['129343, г. Москва, пр. Серебрякова, д. 14 стр. 15'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intelkot.ru,"{'phones': ['+79165072919'], 'emails': ['manager@intelkot.ru'], 'addresses': [], 'social_links': ['https://instagram.com/username', 'https://t.me/username', 'https://vk.com/username'], 'map_links': [], 'other_contacts': {}}"
http://intelkraft.ru,"{'phones': [], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intell-dom.ru,"{'phones': ['+79037229949', '+79296591994'], 'emails': ['info@intell-dom.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intell-ekt.ru,"{'phones': ['+749528190301', '+749528190302'], 'emails': [], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intell-montazh.ru,"{'phones': ['+73433647810'], 'emails': [], 'addresses': ['г. Екатеринбург, ул. Шаумяна, д. 81, оф. 419'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intell-stroy.ru,
http://intell24.ru,"{'phones': ['+73912518478'], 'emails': ['info@intell24.ru'], 'addresses': [], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intella-ip.ru,
http://intellcons.ru,
http://intelleckt.ru,
http://intellect-academy.com,"{'phones': ['+79600604060'], 'emails': ['Admin@intellect-academy.com'], 'addresses': ['Чистопольская 79, Чистопольская 32'], 'social_links': [], 'map_links': [], 'other_contacts': {}}"
http://intellect-audit.ru,"{'phones': ['+78314216212', '+78314216202', '+78314216143', '+78314216143'], 'faxes': ['+78314216202'], 'emails': ['info@intellect-audit.ru'], 'addresses': ['ул. Белинского, 34, оф.6'], 'social_links': [], 'map_links': ['https://yandex.ru/maps/org/123'], 'other_contacts': {}}"
http://intellect-azs.ru,
http://intellect-balashikha.ru,
http://intellect-building.ru,"{'phones': ['+74993228245', '+74993228245'], 'emails': ['info@intellect-building.ru'], 'addresses': [], 'social_links': ['https://www.facebook.com/', 'https://twitter.com/', 'https://www.linkedin.com/'], 'map_links': [], 'other_contacts': {}}"
http://intellect-capital.ru,
